,overview,title,vote_average,Crime,Comedy,Adventure,Action,Science Fiction,Animation,Family,Drama,Romance,Music,Fantasy,Thriller,War,Western,Mystery,History,Horror,Documentary,Foreign,TV Movie
1232,hondo harrelson recruits jim street to join an elite unit of the los angeles police department together they seek out more members including tough deke kay and single mom chris sanchez the teams first big assignment is to escort crime boss alex montel to prison it seems routine but when montel offers a huge reward to anyone who can break him free criminals of various stripes step up for the prize,swat,5.8,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1233,five hapless innercity lowlifes attempt to burgle a pawnbrokers safe but end up being plagued by bad luck,welcome to collinwood,6.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,nothing gets between anne marie and her board living in a beach shack with three roommates she is up before dawn every morning to conquer the waves and count the days until the pipe masters competition having transplanted herself to hawaii with no ones blessing but her own anne marie finds all she needs in the adrenalinecharged surf scene  until pro quarterback matt tollman comes along,blue crush,5.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1235,us marshall john kruger erases the identities of people enrolled in the witness protection program his current assignment is to protect lee cullen whos uncovered evidence that the weapons manufacturer she works for has been selling to terrorist groups when kruger discovers that theres a corrupt agent within the program he must guard his own life while trying to protect lees,eraser,5.6,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1236,the law enforcement technology advancement centre letac has developed sid version 67 a sadistic intelligent and dangerous virtual reality entity which is synthesized from the personalities of more than 150 serial killers and only one man can stop him,virtuosity,5.4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1237,summoned from an ashram in tibet ace finds himself on a perilous journey into the jungles of africa to find shikaka the missing sacred animal of the friendly wachati tribe he must accomplish this before the wedding of the wachatis princess to the prince of the warrior wachootoos if ace fails the result will be a vicious tribal war,ace ventura when nature calls,6.1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,tells the story of rainbow randolph the corrupt costumed star of a popular childrens tv show who is fired over a bribery scandal and replaced by squeakyclean smoochy a puffy fuscia rhinoceros as smoochy catapults to fame  scoring hit ratings and the affections of a network executive  randolph makes the unsuspecting rhino the target of his numerous outrageous attempts to exact revenge and reclaim his status as americas sweetheart,death to smoochy,5.9,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1239,when some very creepy things start happening around school the kids at herrington high make a chilling discovery that confirms their worst suspicions their teachers really are from another planet as mindcontrolling parasites rapidly begin spreading from the faculty to the students bodies its ultimately up to the few who are left  an unlikely collection of loners leaders nerds and jocks  to save the world from alien domination,the faculty,6.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1240,set in the 1930s this intricate caper deals with an ambitious smalltime crook and a veteran con man who seek revenge on a vicious crime lord who murdered one of their gang,the sting,7.9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1241,meet howard langston a salesman for a mattress company is constantly busy at his job and he also constantly disappoints his son after he misses his sons karate exposition his son tells howard that he wants for christmas is an action figure of his sons television hero he tries hard to to make it up to him unfortunately for howard it is christmas eve and every store is sold out of turbo man now howard must travel all over town and compete with everybody else to find a turbo man action figure,jingle all the way,5.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,a woman tries to straighten out her life even as her past as a conwoman comes back to haunt her,femme fatale,6.2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
1243,a sheltered amish child is the sole witness of a brutal murder in a restroom at a philadelphia train station and he must be protected the assignment falls to a taciturn detective who goes undercover in a pennsylvania dutch community on the farm he slowly assimilates despite his urban grit and forges a romantic bond with the childs beautiful mother,witness,7.0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1244,tells the seemingly random yet vitally connected story of a set of incidents that all converge one evening at 1114pm the story follows the chain of events of five different characters and five different storylines that all converge to tell the story of murder and deceit,1114,6.8,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1245,four friends take off on an 1800 mile road trip to retrieve an illicit tape mistakenly mailed to a girl friend,road trip,5.9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,a students premonition of a deadly rollercoaster ride saves her life and a lucky few but not from death itself  which seeks out those who escaped their fate,final destination 3,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1247,due to a curse from his former master profion damodar survived his death by ridley freeborn as an undead entity in pursuit of an evil artifact for some hundred years so that he might be capable of unleashing unstoppable destruction on izmir and the descendants of those who caused his demise,dungeons  dragons wrath of the dragon god,4.8,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1248,the retelling of june 6 1944 from the perspectives of the germans us british canadians and the free french marshall erwin rommel touring the defenses being established as part of the reichs atlantic wall notes to his officers that when the allied invasion comes they must be stopped on the beach for the allies as well as the germans it will be the longest day,the longest day,7.2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1249,after settling in the tiny australian town of walkabout creek with his significant other and his young son mick crocodile dundee is thrown for a loop when a prestigious los angeles newspaper offers his honey a job the family migrates back to the united states and croc and son soon find themselves learning some lessons about american life  many of them inadvertent,crocodile dundee in los angeles,4.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,pro quarterback paul crewe and former college champion and coach nate scarboro are doing time in the same prison asked to put together a team of inmates to take on the guards crewe enlists the help of scarboro to coach the inmates to victory in a football game fixed to turn out quite another way,the longest yard,6.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1251,eddie hawkins called hudson hawk has just been released from ten years of prison and is planning to spend the rest of his life honestly but then the crazy mayflower couple blackmail him to steal some of the works of leonardo da vinci if he refuses they threaten to kill his friend tommy,hudson hawk,5.4,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1252,an ordinary man sees a bright light descend from the sky and discovers he now has superintelligence and telekinesis,phenomenon,6.2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
1253,monsters under the bed are scary enough but what happens when an entire house is out to get you three teens aim to find out when they go up against a decrepit neighboring home and unlock its frightening secrets,monster house,6.3,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1254,tally atwater has a dream to be a primetime network newscaster she pursues this dream with nothing but ambition raw talent and a homemade demo tape warren justice is a brilliant hard edged veteran newsman he sees tally has talent and becomes her mentor tallys career takes a meteoric rise and she and warren fall in love the romance that results is as intense and revealing as television news itself yet each breaking story every videotaped crisis that brings them together also threatens to drive them apart,up close  personal,5.9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
1255,corky a tough female ex con and her lover violet concoct a scheme to steal millions of stashed mob money and pin the blame on violets crooked boyfriend caeser,bound,6.9,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1256,construction worker doug kinney finds that the pressures of his working life combined with his duties to his wife laura and daughter jennifer leaves him with little time for himself however he is approached by geneticist dr owen leeds who offers doug a rather unusual solution to his problems cloning,multiplicity,5.5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1257,a shipwrecked sailor stumbles upon a mysterious island and is shocked to discover that a brilliant scientist and his lab assistant have found a way to combine human and animal dna with horrific results,the island of dr moreau,4.6,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1258,the new season of american dreamz the wildly popular television singing contest has captured the countrys attention as the competition looks to be between a young midwestern gal moore and a showtunesloving young man from orange county golzari recently awakened president staton quaid even wants in on the craze as he signs up for the potential explosive season finale,american dreamz,4.9,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1259,smilla jaspersen half danish half greenlander attempts to understand the death of a small boy who falls from the roof of her apartment building suspecting wrongdoing smilla uncovers a trail of clues leading towards a secretive corporation that has made several mysterious expeditions to greenland scenes from the film were shot in copenhagen and western greenland the film was entered into the 47th berlin international film festival where director bille august was nominated for the golden bear,smillas sense of snow,6.6,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1260,for nine generations an evil sorcerer has been victorious in handtohand battle against his mortal enemies if he wins a tenth mortal kombat tournament desolation and evil will reign over the multiverse forever to save earth three warriors must overcome seemingly insurmountable odds their own inner demons and superhuman foes in this actionadventure movie based on one of the most popular video games of all time,mortal kombat,5.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1261,years have passed since the three musketeers aramis athos and porthos have fought together with their friend dartagnan but with the tyrannical king louis using his power to wreak havoc in the kingdom while his twin brother philippe remains imprisoned the musketeers reunite to abduct louis and replace him with philippe,the man in the iron mask,6.3,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
